GENE	LEN
NCU08821	916
NCU06653	130
NCU04313	511
NCU00464	131
NCU11564	345
NCU05878	615
NCU11725	176
NCU08517	793
NCU02323	260
NCU07891	440
NCU11067	218
NCU05527	619
NCU06500	1210
NCU02362	401
NCU00100	1096
NCU06863	236
NCU07681	75
NCU03233	59
NCU04135	264
NCU01785	157
NCU00277	718
NCU01531	975
NCU08178	371
NCU07310	163
NCU00424	1595
NCU01547	352
NCU11992	1043
NCU10896	365
NCU07745	760
NCU03116	1799
NCU06193	415
NCU04885	1271
NCU09329	323
NCU05338	104
NCU03889	98
NCU01593	522
NCU00361	339
NCU00368	705
NCU02828	904
NCU09709	544
NCU03596	409
NCU06945	309
NCU08164	344
NCU07719	255
NCU05558	420
NCU00689	717
NCU01146	272
NCU09573	472
NCU11108	250
NCU09799	433
NCU06006	522
NCU03298	1366
NCU06652	380
NCU09041	271
NCU11816	405
NCU03692	351
NCU03989	338
NCU05505	97
NCU01108	127
NCU02000	96
NCU00048	114
NCU06586	322
NCU06715	1454
NCU03293	173
NCU04218	328
NCU06651	73
NCU07271	393
NCU02529	171
NCU12044	427
NCU04665	235
NCU08154	480
NCU03357	1102
NCU02895	157
NCU09098	468
NCU09447	485
NCU09448	77
NCU00397	260
NCU06110	344
NCU00805	155
NCU08772	369
NCU09437	1135
NCU09846	1114
NCU08746	385
NCU08443	865
NCU00458	226
NCU01181	451
NCU01178	540
NCU02617	758
NCU06638	1363
NCU01493	382
NCU00632	786
NCU07355	484
NCU05197	258
NCU00794	517
NCU08227	321
NCU00733	196
NCU04512	2219
NCU11822	306
NCU03065	984
NCU08231	507
NCU11856	590
NCU00844	561
NCU03535	219
NCU00727	410
NCU01348	392
NCU01553	422
NCU11309	147
NCU03910	139
NCU07270	398
NCU00802	540
NCU07186	418
NCU01605	149
NCU11169	1026
NCU06001	129
NCU06941	126
NCU02704	562
NCU00583	124
NCU05722	522
NCU10352	82
NCU04465	743
NCU06029	473
NCU05597	520
NCU06354	96
NCU01753	594
NCU07382	100
NCU03302	104
NCU09043	299
NCU11874	157
NCU01370	603
NCU05952	464
NCU06276	856
NCU10002	1053
NCU05395	122
NCU01863	145
NCU00492	835
NCU05208	479
NCU05829	543
NCU05547	250
NCU08579	621
NCU05731	127
NCU02074	668
NCU03023	656
NCU06400	440
NCU02177	236
NCU05995	305
NCU09762	397
NCU11596	557
NCU01552	145
NCU00693	246
NCU03072	1091
NCU04297	674
NCU06359	466
NCU11558	408
NCU07319	864
NCU11517	176
NCU05490	71
NCU01987	400
NCU01771	510
NCU00819	187
NCU04778	230
NCU09342	192
NCU10058	554
NCU03311	322
NCU09024	623
NCU07495	374
NCU06789	185
NCU08696	1227
NCU00047	175
NCU08686	554
NCU00881	229
NCU02786	347
NCU00264	162
NCU03526	662
NCU00966	259
NCU11759	204
NCU05153	474
NCU09059	176
NCU00917	833
NCU02390	104
NCU02513	353
NCU00895	220
NCU08828	894
NCU08601	718
NCU08293	316
NCU03856	82
NCU09774	302
NCU01768	1048
NCU04172	246
NCU04608	514
NCU04748	520
NCU07909	1051
NCU05940	425
NCU02346	628
NCU09731	151
NCU00075	105
NCU03971	553
NCU04906	373
NCU08551	777
NCU01839	893
NCU02415	794
NCU09513	650
NCU07127	256
NCU09472	1075
NCU08775	235
NCU09595	985
NCU05837	3209
NCU03135	204
NCU06924	512
NCU00832	402
NCU04059	2122
NCU02006	773
NCU08302	123
NCU01680	920
NCU07919	262
NCU07955	806
NCU07499	359
NCU08119	824
NCU11952	119
NCU00256	257
NCU02635	373
NCU07795	341
NCU10416	371
NCU09790	338
NCU05291	253
NCU02171	220
NCU02846	731
NCU08229	481
NCU03318	431
NCU04464	717
NCU03141	653
NCU03500	517
NCU01415	172
NCU02559	288
NCU02397	518
NCU08339	203
NCU05025	231
NCU00504	253
NCU01141	532
NCU08605	275
NCU00331	860
NCU08739	439
NCU00884	416
NCU05563	569
NCU01872	176
NCU09926	93
NCU05711	309
NCU05695	1365
NCU09196	866
NCU04475	411
NCU04407	469
NCU07415	482
NCU08685	1357
NCU06660	57
NCU11746	409
NCU00656	914
NCU05515	141
NCU01334	380
NCU00673	532
NCU05429	705
NCU11249	426
NCU07333	546
NCU00732	511
NCU03107	568
NCU09062	299
NCU05195	484
NCU00692	571
NCU07744	77
NCU09402	474
NCU02075	585
NCU01812	596
NCU08120	469
NCU02350	101
NCU10048	383
NCU03600	280
NCU01238	1736
NCU00072	372
NCU04509	234
NCU11745	337
NCU06139	148
NCU05148	96
NCU11606	183
NCU11945	687
NCU11109	180
NCU00052	640
NCU00334	297
NCU04621	755
NCU04735	281
NCU11261	317
NCU06918	613
NCU08606	741
NCU11544	363
NCU04087	326
NCU04303	581
NCU03486	488
NCU05418	353
NCU11911	196
NCU11627	382
NCU08974	307
NCU07860	582
NCU02719	136
NCU08064	1366
NCU06842	917
NCU01290	480
NCU09379	326
NCU00674	1002
NCU00017	710
NCU07263	342
NCU02100	608
NCU06910	300
NCU04924	526
NCU09844	345
NCU07296	598
NCU05360	1146
NCU05822	375
NCU00941	969
NCU04740	434
NCU01843	540
NCU06089	758
NCU00237	782
NCU08646	147
NCU07914	418
NCU11525	155
NCU04145	576
NCU02381	249
NCU07460	303
NCU05624	488
NCU08895	554
NCU03102	161
NCU03747	374
NCU07058	916
NCU06716	374
NCU10304	616
NCU00300	538
NCU04932	435
NCU05448	299
NCU04197	124
NCU02293	117
NCU04789	643
NCU06328	402
NCU02883	505
NCU11276	237
NCU03239	214
NCU07958	317
NCU01498	796
NCU02771	398
NCU06075	527
NCU08457	108
NCU11971	493
NCU00088	306
NCU03479	850
NCU02651	508
NCU02562	474
NCU06690	128
NCU04808	914
NCU04453	1044
NCU00322	154
NCU07572	409
NCU03635	80
NCU06264	1046
NCU01906	310
NCU05759	248
NCU09483	171
NCU08654	313
NCU11913	426
NCU10687	678
NCU04328	588
NCU02588	191
NCU07526	299
NCU08121	200
NCU11855	91
NCU09896	211
NCU00291	341
NCU01495	902
NCU01381	186
NCU11496	184
NCU09343	364
NCU08894	636
NCU02690	533
NCU01886	807
NCU01801	123
NCU11346	230
NCU00669	466
NCU06397	133
NCU01006	840
NCU11425	413
NCU01486	1342
NCU06765	398
NCU11963	169
NCU02478	2390
NCU00045	1261
NCU08565	1593
NCU03246	654
NCU04319	967
NCU11667	209
NCU06912	208
NCU04457	798
NCU09032	893
NCU11876	200
NCU07666	224
NCU08842	480
NCU07718	362
NCU07939	360
NCU07016	334
NCU11767	180
NCU11429	310
NCU03840	314
NCU03008	111
NCU00083	360
NCU02501	153
NCU05849	692
NCU06997	295
NCU01848	130
NCU00885	499
NCU06582	613
NCU04773	565
NCU01013	385
NCU07685	815
NCU09793	1563
NCU01882	594
NCU02622	175
NCU03829	64
NCU02938	139
NCU08307	603
NCU07985	561
NCU02978	1168
NCU06913	530
NCU00358	387
NCU09883	656
NCU07201	338
NCU06198	392
NCU11242	542
NCU11493	192
NCU11780	115
NCU09391	762
NCU00307	118
NCU03617	301
NCU02721	154
NCU04341	1064
NCU08715	496
NCU08515	513
NCU00635	200
NCU09202	513
NCU08396	591
NCU09810	710
NCU02894	501
NCU09566	787
NCU06597	97
NCU09796	398
NCU06649	1010
NCU01686	134
NCU04438	133
NCU05685	401
NCU09129	67
NCU03423	206
NCU06346	101
NCU06414	812
NCU04805	93
NCU03305	997
NCU07000	589
NCU09442	170
NCU04795	713
NCU05031	130
NCU01484	195
NCU02774	187
NCU04291	763
NCU07463	712
NCU01935	439
NCU02239	553
NCU02490	461
NCU09775	342
NCU02512	606
NCU10006	293
NCU02388	440
NCU00203	412
NCU04731	1074
NCU10417	297
NCU08945	690
NCU03176	782
NCU08172	620
NCU08289	1185
NCU06745	530
NCU09090	440
NCU08014	92
NCU06385	340
NCU08976	442
NCU11661	352
NCU00594	123
NCU06683	198
NCU05807	1166
NCU03142	644
NCU05200	1026
NCU03172	580
NCU07004	1259
NCU01635	136
NCU06920	273
NCU00051	366
NCU08133	283
NCU06583	1267
NCU00979	110
NCU05694	779
NCU01464	536
NCU00154	558
NCU11631	77
NCU05775	620
NCU06200	448
NCU11216	74
NCU11529	148
NCU00469	369
NCU00290	659
NCU11581	132
NCU11674	578
NCU03738	56
NCU09102	604
NCU11666	321
NCU06078	336
NCU04378	874
NCU01436	83
NCU08329	228
NCU09859	297
NCU02531	1008
NCU09874	713
NCU02955	657
NCU04451	787
NCU00589	579
NCU03010	1174
NCU05559	594
NCU03213	272
NCU04644	264
NCU11442	445
NCU00276	1456
NCU02735	334
NCU08169	187
NCU03733	337
NCU07743	449
NCU04324	292
NCU02036	2102
NCU04124	743
NCU00146	250
NCU01551	312
NCU03250	634
NCU10379	169
NCU12063	276
NCU02909	288
NCU07993	431
NCU05786	90
NCU08501	4076
NCU06643	126
NCU08737	606
NCU01378	781
NCU00841	448
NCU01729	789
NCU08679	114
NCU05529	78
NCU04652	1063
NCU05260	1079
NCU11960	447
NCU02621	709
NCU05638	815
NCU09972	364
NCU00619	316
NCU11499	193
NCU03578	2509
NCU01772	1155
NCU06050	931
NCU11576	174
NCU02982	303
NCU02899	525
NCU08063	940
NCU06558	380
NCU00957	215
NCU02961	716
NCU03087	318
NCU08303	937
NCU03884	297
NCU02182	626
NCU05788	98
NCU06864	643
NCU00251	1007
NCU05341	299
NCU12048	102
NCU06216	1262
NCU07194	369
NCU01249	548
NCU03416	1146
NCU08123	516
NCU11313	103
NCU01494	674
NCU06432	147
NCU09218	380
NCU02091	1172
NCU00960	207
NCU03850	256
NCU09354	802
NCU06263	1471
NCU03995	330
NCU09243	388
NCU05126	365
NCU04402	331
NCU04221	744
NCU11179	361
NCU06382	1511
NCU11587	911
NCU11370	306
NCU06538	492
NCU02975	560
NCU06445	691
NCU01564	625
NCU07956	257
NCU07831	872
NCU11038	132
NCU03255	599
NCU09117	375
NCU11854	166
NCU01457	755
NCU05816	64
NCU00853	426
NCU11626	253
NCU03903	496
NCU10404	145
NCU03031	166
NCU12186	254
NCU07383	747
NCU08827	341
NCU01936	672
NCU06935	1347
NCU01779	326
NCU09400	282
NCU00981	261
NCU09061	236
NCU08992	91
NCU05609	355
NCU06380	427
NCU09609	755
NCU00664	239
NCU03721	230
NCU01250	297
NCU01788	492
NCU02963	155
NCU04258	1752
NCU00210	194
NCU00050	426
NCU01451	159
NCU06713	128
NCU08732	418
NCU08217	358
NCU11260	90
NCU00366	425
NCU03285	482
NCU05507	158
NCU06803	521
NCU02305	449
NCU06030	1096
NCU09350	452
NCU08970	98
NCU04185	394
NCU11526	280
NCU05483	450
NCU00215	316
NCU02269	312
NCU09319	805
NCU00345	1125
NCU00651	412
NCU06867	326
NCU04120	149
NCU07258	620
NCU08933	449
NCU03190	763
NCU07876	421
NCU07783	103
NCU07705	710
NCU07832	2374
NCU05129	582
NCU01098	1430
NCU08787	705
NCU07359	892
NCU06759	597
NCU06433	130
NCU09716	685
NCU07032	605
NCU11878	142
NCU03066	550
NCU04022	589
NCU11239	484
NCU09818	233
NCU02778	804
NCU02639	417
NCU06298	95
NCU00253	200
NCU07451	663
NCU00773	252
NCU11858	149
NCU01797	623
NCU05233	452
NCU06628	548
NCU03542	291
NCU04346	618
NCU00835	400
NCU07966	1109
NCU07607	557
NCU03489	921
NCU00087	261
NCU05956	1020
NCU08649	246
NCU08730	807
NCU00537	346
NCU11095	324
NCU06270	577
NCU03571	921
NCU09728	957
NCU09364	228
NCU02300	152
NCU04782	1188
NCU11875	612
NCU05316	1696
NCU05933	600
NCU07336	481
NCU04068	255
NCU11446	254
NCU07280	644
NCU08809	480
NCU11542	318
NCU07717	284
NCU09748	115
NCU05020	318
NCU04351	166
NCU11411	401
NCU00959	251
NCU04344	344
NCU06181	1456
NCU08702	407
NCU11973	101
NCU11252	422
NCU09878	413
NCU03931	520
NCU01599	570
NCU11681	155
NCU02238	513
NCU01432	138
NCU08934	349
NCU11548	126
NCU06861	348
NCU00473	396
NCU01386	1002
NCU12000	230
NCU02920	272
NCU02294	261
NCU02587	362
NCU08128	557
NCU11209	237
NCU06726	306
NCU10927	630
NCU04955	168
NCU06606	231
NCU03214	380
NCU05916	457
NCU11256	201
NCU06066	90
NCU00404	427
NCU03355	836
NCU08668	340
NCU09814	966
NCU00465	423
NCU00077	772
NCU02534	478
NCU09976	269
NCU06489	585
NCU09337	764
NCU08436	552
NCU03852	1476
NCU04724	444
NCU10916	279
NCU01747	1245
NCU04191	412
NCU07437	157
NCU01107	333
NCU12059	638
NCU01873	223
NCU12129	120
NCU06488	1482
NCU03550	1188
NCU00070	871
NCU09900	242
NCU02416	634
NCU03731	250
NCU05201	802
NCU07917	373
NCU04397	667
NCU01792	216
NCU06138	583
NCU08952	412
NCU03952	765
NCU07447	639
NCU08683	200
NCU05288	465
NCU07493	414
NCU08779	809
NCU02634	393
NCU09912	626
NCU07021	852
NCU11651	229
NCU11318	655
NCU10264	1338
NCU02396	199
NCU10061	254
NCU05168	503
NCU05304	485
NCU09008	388
NCU08309	747
NCU00369	276
NCU06933	171
NCU08650	892
NCU05041	1015
NCU00971	152
NCU07440	919
NCU08866	158
NCU08504	823
NCU03166	307
NCU04779	262
NCU04614	1126
NCU03806	149
NCU10383	337
NCU08055	219
NCU01291	538
NCU00446	689
NCU07874	480
NCU07343	473
NCU08315	445
NCU02066	790
NCU02145	105
NCU09831	576
NCU02009	647
NCU11679	95
NCU06537	360
NCU01728	748
NCU04526	279
NCU11314	166
NCU01735	292
NCU09682	276
NCU02669	1528
NCU07123	685
NCU04053	1131
NCU06373	750
NCU01625	806
NCU11857	130
NCU06253	1117
NCU06303	375
NCU11259	344
NCU00949	3041
NCU04610	986
NCU07944	265
NCU00695	536
NCU05990	557
NCU05266	972
NCU00866	314
NCU05132	2903
NCU09231	361
NCU08369	123
NCU00857	587
NCU00738	572
NCU00060	355
NCU04804	168
NCU09225	360
NCU05411	1200
NCU08603	1926
NCU06305	516
NCU01367	629
NCU03801	626
NCU00624	322
NCU03697	622
NCU05230	189
NCU02208	747
NCU07039	442
NCU06243	436
NCU07498	1269
NCU04844	448
NCU06210	150
NCU09000	410
NCU05271	1313
NCU07293	339
NCU07023	908
NCU06809	841
NCU02423	310
NCU00348	108
NCU04424	478
NCU08999	302
NCU11803	644
NCU06189	629
NCU11000	684
NCU08301	423
NCU03317	598
NCU02068	1969
NCU00230	732
NCU01185	353
NCU02623	241
NCU02548	344
NCU01330	1011
NCU04617	756
NCU05714	312
NCU11792	103
NCU07954	274
NCU03153	483
NCU00682	416
NCU10770	95
NCU08176	252
NCU01086	510
NCU05194	968
NCU04170	2119
NCU01573	451
NCU01522	1446
NCU08735	537
NCU02220	233
NCU09817	376
NCU11741	608
NCU09993	1845
NCU09288	662
NCU11648	165
NCU06908	1220
NCU00915	594
NCU02888	249
NCU11514	161
NCU08505	160
NCU06453	1074
NCU03161	403
NCU05193	529
NCU03843	482
NCU09548	609
NCU08941	450
NCU00928	541
NCU02754	285
NCU04146	193
NCU02840	439
NCU03946	215
NCU04616	624
NCU09065	1138
NCU00320	2537
NCU03523	1246
NCU00148	366
NCU01654	705
NCU02733	191
NCU10497	749
NCU11776	99
NCU07057	103
NCU00486	956
NCU06548	1306
NCU11476	106
NCU06672	699
NCU03445	496
NCU05683	640
NCU02286	933
NCU01025	175
NCU11983	368
NCU01418	142
NCU03439	355
NCU05231	190
NCU07375	720
NCU09894	1036
NCU06355	972
NCU08159	672
NCU06028	816
NCU09136	460
NCU02148	627
NCU04612	511
NCU11497	104
NCU11624	620
NCU05485	333
NCU01811	132
NCU10278	73
NCU03584	2206
NCU06452	376
NCU02231	423
NCU07971	1067
NCU02371	276
NCU06845	360
NCU10076	120
NCU03770	489
NCU00681	1182
NCU04650	875
NCU10018	1105
NCU02127	608
NCU03449	314
NCU08230	708
NCU03436	388
NCU07546	1337
NCU07205	541
NCU02438	421
NCU04483	358
NCU04418	579
NCU07037	545
NCU00963	342
NCU11563	255
NCU09004	246
NCU04473	410
NCU00255	324
NCU04295	792
NCU05851	562
NCU08016	269
NCU11956	992
NCU02590	864
NCU00778	225
NCU08552	131
NCU07672	222
NCU06698	686
NCU05420	432
NCU07878	356
NCU09861	695
NCU06047	265
NCU05207	504
NCU11742	173
NCU11353	590
NCU00428	931
NCU07372	331
NCU07926	651
NCU04136	801
NCU01996	700
NCU00326	305
NCU07863	2189
NCU08168	174
NCU07423	747
NCU01123	511
NCU04166	653
NCU09130	693
NCU09357	2307
NCU03955	1885
NCU05772	60
NCU07577	395
NCU04736	1449
NCU07548	415
NCU07528	625
NCU01938	399
NCU01907	281
NCU09384	872
NCU07737	450
NCU03545	2101
NCU08602	87
NCU11867	164
NCU06183	973
NCU02067	675
NCU05257	1321
NCU02264	204
NCU03158	421
NCU02150	510
NCU10651	396
NCU02937	203
NCU06095	794
NCU03544	1312
NCU03170	206
NCU11468	374
NCU04287	227
NCU08510	557
NCU01058	604
NCU00665	628
NCU02934	941
NCU07327	173
NCU06347	396
NCU02990	637
NCU06700	312
NCU09066	120
NCU06401	221
NCU01841	130
NCU11950	115
NCU11368	420
NCU09915	626
NCU00659	276
NCU07574	527
NCU00974	254
NCU06812	1008
NCU11465	86
NCU05457	171
NCU00756	116
NCU02169	248
NCU02227	452
NCU04637	467
NCU08054	980
NCU05784	113
NCU05388	275
NCU04322	598
NCU09142	697
NCU06504	315
NCU06602	517
NCU03041	424
NCU02487	610
NCU12045	346
NCU03794	899
NCU06512	769
NCU00595	675
NCU11215	851
NCU07307	2092
NCU00144	473
NCU00208	491
NCU08072	674
NCU02276	1172
NCU11620	405
NCU06703	699
NCU04122	276
NCU01539	1138
NCU07942	317
NCU06591	196
NCU09131	594
NCU10381	833
NCU00066	1010
NCU01634	103
NCU11441	174
NCU02407	504
NCU01215	238
NCU06850	430
NCU01527	731
NCU07560	368
NCU04421	472
NCU12061	654
NCU11768	115
NCU02626	1009
NCU07067	710
NCU06663	272
NCU09654	526
NCU00095	1279
NCU08175	458
NCU08395	143
NCU05578	635
NCU02729	538
NCU00861	491
NCU11487	195
NCU01973	1442
NCU09497	429
NCU00243	248
NCU00084	532
NCU06688	706
NCU09159	749
NCU02086	562
NCU06965	359
NCU08563	721
NCU04491	201
NCU06463	509
NCU00109	322
NCU06352	1057
NCU09428	402
NCU01577	361
NCU04482	211
NCU09393	152
NCU05423	663
NCU01648	750
NCU07561	682
NCU01541	115
NCU01365	1072
NCU08131	533
NCU11881	323
NCU07314	938
NCU09930	471
NCU01969	198
NCU11840	117
NCU06644	1384
NCU06815	532
NCU01751	715
NCU06992	342
NCU03713	556
NCU11524	150
NCU05262	190
NCU04774	668
NCU02896	990
NCU09462	154
NCU03568	110
NCU06931	800
NCU01236	402
NCU00026	364
NCU00411	190
NCU00438	346
NCU03240	651
NCU09394	76
NCU01429	429
NCU06940	237
NCU06659	419
NCU07824	504
NCU11872	815
NCU02762	2218
NCU06546	553
NCU00168	305
NCU06186	793
NCU11730	430
NCU07588	368
NCU03737	437
NCU08793	352
NCU09759	459
NCU01164	1042
NCU01961	654
NCU02505	1192
NCU05717	117
NCU02936	550
NCU05299	273
NCU08598	2330
NCU09852	346
NCU08900	437
NCU10014	423
NCU03283	241
NCU00453	663
NCU02187	291
NCU09214	409
NCU11692	217
NCU08509	810
NCU08282	82
NCU01212	164
NCU08440	226
NCU03860	167
NCU09829	733
NCU02644	758
NCU09403	304
NCU04430	508
NCU06497	488
NCU07197	162
NCU09757	534
NCU01404	644
NCU08067	304
NCU09195	337
NCU04131	756
NCU05251	122
NCU01949	190
NCU10007	542
NCU11295	346
NCU03108	799
NCU05034	509
NCU08389	174
NCU01579	69
NCU09847	863
NCU02628	1089
NCU08664	284
NCU07567	547
NCU07834	346
NCU07442	603
NCU06836	667
NCU11200	308
NCU00780	363
NCU07575	575
NCU03934	154
NCU05289	666
NCU03557	943
NCU01867	344
NCU05284	113
NCU00213	820
NCU08794	125
NCU07542	383
NCU07662	364
NCU09096	251
NCU00163	505
NCU04984	339
NCU04799	764
NCU03062	901
NCU06573	698
NCU03577	450
NCU02480	282
NCU07187	1594
NCU05560	704
NCU06257	905
NCU09119	299
NCU09050	597
NCU01668	593
NCU08353	317
NCU12161	2257
NCU05607	313
NCU08157	800
NCU12012	286
NCU11850	25
NCU05579	714
NCU00054	580
NCU04278	761
NCU12148	115
NCU09433	748
NCU02723	215
NCU09865	216
NCU03295	555
NCU11618	479
NCU04041	805
NCU07819	385
NCU01446	244
NCU11630	112
NCU02918	2382
NCU07934	766
NCU08297	458
NCU11515	113
NCU02315	1390
NCU01414	643
NCU02083	2558
NCU01344	532
NCU06415	351
NCU05688	253
NCU01262	96
NCU08862	514
NCU11207	246
NCU05843	492
NCU11993	332
NCU01047	1053
NCU04199	379
NCU09658	1015
NCU09550	473
NCU00521	259
NCU02922	290
NCU00715	518
NCU03760	238
NCU02281	1080
NCU06441	551
NCU07010	1768
NCU04752	404
NCU02659	176
NCU08023	1416
NCU06866	489
NCU05239	1371
NCU02098	396
NCU11372	431
NCU03441	436
NCU11573	928
NCU06449	949
NCU00240	765
NCU07290	527
NCU03606	610
NCU06009	359
NCU08879	1160
NCU08657	100
NCU08920	613
NCU10596	299
NCU08693	668
NCU06669	717
NCU01303	911
NCU00373	343
NCU06575	372
NCU09378	146
NCU08069	577
NCU11663	108
NCU10388	167
NCU06157	172
NCU07385	429
NCU04581	835
NCU02114	416
NCU02236	577
NCU07066	405
NCU05689	186
NCU00518	407
NCU00386	794
NCU10015	397
NCU01289	598
NCU06350	101
NCU03906	452
NCU05135	532
NCU03988	183
NCU09706	917
NCU07387	547
NCU04244	335
NCU00275	428
NCU04232	395
NCU01305	521
NCU01900	328
NCU03044	85
NCU04603	265
NCU08342	417
NCU05218	506
NCU03759	622
NCU04305	400
NCU11302	647
NCU06949	421
NCU07693	1136
NCU02428	265
NCU06756	1331
NCU03319	302
NCU08648	306
NCU04528	619
NCU07166	448
NCU09375	267
NCU04008	670
NCU01822	239
NCU00316	339
NCU08056	1612
NCU07918	710
NCU01540	844
NCU11656	148
NCU05979	580
NCU05019	427
NCU01465	1484
NCU02174	225
NCU05039	581
NCU05787	165
NCU07657	442
NCU00378	546
NCU06788	145
NCU00743	1561
NCU03392	377
NCU09006	477
NCU01281	146
NCU03462	660
NCU00268	356
NCU05618	314
NCU07174	461
NCU00252	486
NCU02079	118
NCU08899	968
NCU00106	468
NCU12141	183
NCU08689	1190
NCU07741	428
NCU04380	706
NCU05375	1693
NCU08568	280
NCU02082	1487
NCU07492	1245
NCU02304	265
NCU02855	220
NCU01762	352
NCU04154	376
NCU05294	995
NCU00630	564
NCU11190	604
NCU07509	328
NCU09106	1011
NCU04480	360
NCU08709	669
NCU09160	338
NCU11782	202
NCU05839	265
NCU04801	445
NCU03631	188
NCU02599	212
NCU05267	1140
NCU04279	822
NCU03711	205
NCU07962	234
NCU04130	603
NCU08902	175
NCU07403	231
NCU00097	267
NCU05708	606
NCU06851	934
NCU08625	495
NCU11739	1186
NCU06677	227
NCU01524	325
NCU01487	475
NCU04194	538
NCU03491	571
NCU00985	677
NCU03982	661
NCU06398	868
NCU04190	1111
NCU01089	568
NCU01038	619
NCU01318	775
NCU11800	309
NCU04840	1009
NCU10894	309
NCU07484	1528
NCU05733	602
NCU00631	1214
NCU00605	510
NCU03630	150
NCU03132	731
NCU08560	481
NCU00408	260
NCU08628	1013
NCU05859	795
NCU07660	358
NCU02498	838
NCU11489	515
NCU01874	355
NCU02854	254
NCU12081	755
NCU12165	456
NCU01955	346
NCU00055	323
NCU00758	318
NCU07543	762
NCU05546	675
NCU01278	862
NCU03515	337
NCU05977	372
NCU03049	556
NCU09610	862
NCU00043	308
NCU09656	327
NCU07844	454
NCU05370	137
NCU00775	385
NCU00808	589
NCU08372	751
NCU07663	510
NCU09887	338
NCU00441	326
NCU04115	244
NCU06258	399
NCU07852	183
NCU03417	911
NCU06321	1111
NCU02860	182
NCU02188	518
NCU03742	437
NCU00636	173
NCU02472	183
NCU09297	1249
NCU07899	571
NCU00279	650
NCU07516	1793
NCU03097	688
NCU10017	333
NCU10436	491
NCU00754	533
NCU11323	118
NCU11722	305
NCU08610	764
NCU02457	646
NCU07165	459
NCU06135	247
NCU09552	1235
NCU10448	341
NCU03835	174
NCU09122	155
NCU09511	658
NCU06411	1101
NCU09816	321
NCU08179	486
NCU03632	565
NCU11990	1868
NCU04931	364
NCU05419	399
NCU01172	1157
NCU10477	170
NCU07362	520
NCU02244	592
NCU04216	546
NCU10760	617
NCU05044	561
NCU03539	929
NCU04449	558
NCU00684	558
NCU10429	142
NCU03080	587
NCU04063	304
NCU00812	273
NCU07338	464
NCU02458	259
NCU07867	168
NCU09475	213
NCU11954	191
NCU04362	377
NCU01319	634
NCU12162	171
NCU07120	252
NCU04508	75
NCU11562	629
NCU07420	397
NCU03134	657
NCU03728	744
NCU01870	441
NCU04597	391
NCU07068	932
NCU00668	1251
NCU07922	1056
NCU06876	140
NCU06368	271
NCU07299	247
NCU09789	430
NCU08595	341
NCU09867	1283
NCU06729	355
NCU05715	578
NCU03195	394
NCU07823	174
NCU03662	745
NCU03058	1148
NCU11951	122
NCU03405	137
NCU06767	1086
NCU03739	369
NCU01426	460
NCU11550	136
NCU08472	425
NCU01069	261
NCU06859	489
NCU07764	84
NCU00171	371
NCU02123	427
NCU12010	290
NCU07547	252
NCU09509	232
NCU06929	1052
NCU08298	835
NCU10232	557
NCU03768	595
NCU07446	230
NCU03292	1025
NCU09074	246
NCU03836	354
NCU01014	686
NCU01638	1701
NCU11673	153
NCU08865	404
NCU02461	366
NCU04573	286
NCU04505	757
NCU02382	473
NCU00489	262
NCU08655	141
NCU11185	804
NCU01011	128
NCU03922	454
NCU00241	919
NCU08118	1247
NCU07514	1317
NCU07726	293
NCU08425	486
NCU00654	274
NCU02699	699
NCU05425	1043
NCU08948	531
NCU02409	692
NCU00278	271
NCU09674	246
NCU00642	1004
NCU00081	612
NCU01285	602
NCU03514	1395
NCU00336	1788
NCU03827	315
NCU00451	375
NCU00009	96
NCU08065	580
NCU03888	413
NCU07337	141
NCU08824	289
NCU06578	1031
NCU10073	805
NCU05209	354
NCU04371	113
NCU08471	447
NCU07285	255
NCU05433	552
NCU07349	380
NCU03799	569
NCU04630	737
NCU01252	622
NCU05421	433
NCU00314	368
NCU03273	1241
NCU05672	134
NCU02437	134
NCU10309	638
NCU06278	1083
NCU08851	55
NCU11979	428
NCU00827	417
NCU08688	579
NCU08682	1256
NCU11774	71
NCU11784	91
NCU11584	310
NCU04049	548
NCU06525	492
NCU03020	782
NCU03963	310
NCU02810	511
NCU00534	81
NCU11670	210
NCU07676	132
NCU07829	248
NCU02650	494
NCU08062	554
NCU09971	336
NCU02776	691
NCU07326	326
NCU11248	283
NCU03418	97
NCU11639	302
NCU03168	529
NCU02205	114
NCU07169	523
NCU03712	479
NCU07411	907
NCU09572	192
NCU08318	246
NCU02011	876
NCU03826	408
NCU01170	569
NCU06727	291
NCU06309	492
NCU08873	162
NCU10476	800
NCU07972	68
NCU06096	153
NCU00153	556
NCU07722	404
NCU02198	433
NCU08194	634
NCU08924	522
NCU11379	734
NCU10987	582
NCU07698	1074
NCU06837	223
NCU04848	929
NCU09269	215
NCU01501	330
NCU05037	342
NCU06443	593
NCU04406	389
NCU02558	626
NCU06312	654
NCU03776	1618
NCU05801	729
NCU05581	502
NCU03709	653
NCU07978	126
NCU08068	194
NCU04988	361
NCU05261	1107
NCU07317	329
NCU08277	310
NCU11187	659
NCU00080	242
NCU00964	1160
NCU06465	382
NCU06542	174
NCU05038	374
NCU04437	611
NCU03290	751
NCU02847	353
NCU06747	238
NCU09318	1168
NCU04825	338
NCU08656	597
NCU07868	1551
NCU11527	73
NCU06230	663
NCU03897	1283
NCU05023	141
